,Address,Bedrooms & Bathrooms,Date & Time Stamp,Latitude,Listing Title,Longitude,Map Accuracy,Price,Title Header,URL
345,166 N Mccarrons Blvd,1BR / 1Ba,2017-11-13T14:56:26-0600,45.013900,1 Bedroom second Level! $775 ready NOW,-93.157100,22,$775,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/1-bedroom-second-level-775/6385623791.html
346,225 Portland Ave,1BR / 1.5Ba,2017-11-13T14:56:18-0600,44.978363,Unique loft layout with southern exposure!,-93.259891,10,$1920,/ 1br - 925ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/unique-loft-layout-with/6385623562.html
347,N/A,2BR / 1Ba,2017-11-13T14:55:53-0600,44.912400,Beautiful Condo Linden Hills Excellent Walkabiltiy,-93.318800,22,$1395,/ 2br - 888ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/beautiful-condo-linden-hills/6385622993.html
348,5307 Circle Down,2BR / 2Ba,2017-11-09T14:49:50-0600,44.972283,Climb Your Way To The Top On Your Rock Climbing Wall!,-93.347175,10,$2390,/ 2br - 1003ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/climb-your-way-to-the-top-on/6380458965.html
349,12501 PORTLAND AVE S,1BR / 1Ba,2017-11-13T14:54:09-0600,44.754689,NEWLY RENOVATED APTS! APPLY TODAY AND GET FIRST FULL MONTHS RENT FREE!,-93.268131,20,$999,/ 1br - 786ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/newly-renovated-apts-apply/6385620482.html
350,220 Lake Street NorthÂ ,2BR / 2Ba,2017-10-26T16:18:11-0500,45.281466,"BBQ/Picnic Area, Controlled Access/Gated, Rooftop Terrace",-92.984457,5,$1606,/ 2br - 1115ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/bbq-picnic-area-controlled/6362257630.html
351,22nd Ave S at E 38th St,2BR / 1Ba,2017-11-13T14:52:38-0600,44.934116,Charming Renovated Vintage Unit,-93.241028,15,$1400,/ 2br - 1100ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/charming-renovated-vintage/6385618176.html
352,N/A,3BR / 2Ba,2017-11-07T13:13:07-0600,N/A,Discover how a Lease-Option Derog credit welcome,N/A,N/A,$621,/ 3br - 1300ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/discover-how-lease-option/6377621106.html
353,Galaxie Avenue at Founders Lane,"available jan 15, 2018",2017-11-13T14:52:24-0600,44.725089,?First Choice Is Yours! - Granite Kit.- Stainless - Laminate Floors?,-93.206806,5,N/A,N/A,https://minneapolis.craigslist.org/dak/apa/d/first-choice-is-yours-granite/6385617859.html
354,N/A,2BR / 1Ba,2017-11-13T14:31:05-0600,N/A,"Convenient lacation, Near public transportation, OD pool, Patio decks",N/A,N/A,$1175,/ 2br - 800ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/convenient-lacation-near/6385584140.html
355,2525 Williams DriveÂ ,2BR / 1Ba,2017-11-13T14:39:32-0600,44.770483,"Spanish Speaking Staff, Playground, BBQ/Picnic Area",-93.310867,5,$1145,/ 2br - 990ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/spanish-speaking-staff/6385597579.html
356,11719 Champlin Drive,1BR / 1Ba,2017-11-13T14:51:28-0600,45.166850,Warm Up in Your New 1 Bedroom Apartment Home With FREE Heat!,-93.395496,5,$973,/ 1br - 550ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/warm-up-in-your-new-1-bedroom/6385616480.html
357,6426 City West Parkway ,1BR / 1Ba,2017-10-27T09:50:31-0500,44.887549,MOVE IN NOW RECEIVE 1/2 OFF DECEMBER'S RENT!!,-93.417691,15,$1297,/ 1br - 688ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/move-in-now-receive-1-2-off/6363005096.html
358,10310 Devonshire Road ,1BR / 1Ba,2017-11-01T11:40:17-0500,44.816174,"Sundeck, Controlled Access, Patio/Balcony",-93.294437,5,$1210,/ 1br - 800ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sundeck-controlled-access/6369459575.html
359,10275 Greenbrier RoadÂ ,2BR / 2Ba,2017-11-07T12:10:06-0600,44.952720,Available NOW!  Beautiful 2 bedroom with $500 off First Month's Rent!,-93.411542,5,$1470,/ 2br - 1120ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/available-now-beautiful-2/6377517408.html
360,11719 Champlin Drive,1BR / 1Ba,2017-11-13T14:51:28-0600,45.166850,Warm Up in Your New 1 Bedroom Apartment Home With FREE Heat!,-93.395496,5,$973,/ 1br - 550ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/warm-up-in-your-new-1-bedroom/6385616480.html
361,6426 City West Parkway ,1BR / 1Ba,2017-10-27T09:50:31-0500,44.887549,MOVE IN NOW RECEIVE 1/2 OFF DECEMBER'S RENT!!,-93.417691,15,$1297,/ 1br - 688ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/move-in-now-receive-1-2-off/6363005096.html
362,10310 Devonshire Road ,1BR / 1Ba,2017-11-01T11:40:17-0500,44.816174,"Sundeck, Controlled Access, Patio/Balcony",-93.294437,5,$1210,/ 1br - 800ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sundeck-controlled-access/6369459575.html
363,10275 Greenbrier RoadÂ ,2BR / 2Ba,2017-11-07T12:10:06-0600,44.952720,Available NOW!  Beautiful 2 bedroom with $500 off First Month's Rent!,-93.411542,5,$1470,/ 2br - 1120ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/available-now-beautiful-2/6377517408.html
364,2400 W 102nd St,2BR / 2Ba,2017-11-13T14:45:08-0600,44.819092,Everything you could ask for in apartment living. Heat and water paid!,-93.310181,10,$1450,/ 2br - 1300ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/everything-you-could-ask-for/6385606392.html
365,N/A,3BR / 2Ba,2017-11-13T13:35:18-0600,44.983500,"? Lovely, fully renovated single family house! for ?en?! ?",-93.268300,22,$400,/ 3br - ,https://minneapolis.craigslist.org/hnp/apa/d/lovely-fully-renovated-single/6385493897.html
366,N/A,3BR / 2Ba,2017-11-13T13:38:18-0600,44.983500,? 3 Bed Room Home Aval/ for ?e?t! ?,-93.268300,22,$400,/ 3br - ,https://minneapolis.craigslist.org/hnp/apa/d/3-bed-room-home-aval-for-et/6385498981.html
367,306 W. 6th Street,1BR / 1Ba,2017-10-17T10:45:18-0500,45.302411,"Updated, Contemporary, Comfortable, Remodeled unit!",-93.799798,10,$815,/ 1br - ,https://minneapolis.craigslist.org/csw/apa/d/updated-contemporary/6349709195.html
368,306 W. 6th Street,1BR / 1Ba,2017-10-30T12:50:17-0500,45.302411,BEAUTIFULLY REMODELED - Available NOW - Stainless Steel Appliances,-93.799798,10,$815,/ 1br - ,https://minneapolis.craigslist.org/csw/apa/d/beautifully-remodeled/6367062660.html
369,Xerxes Ave So at Cedar lake pkwy,1BR / 1Ba,2017-10-18T09:01:40-0500,44.949700,Lake of the Isles/ Lake Calhoun,-93.337300,22,$910,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/lake-of-the-isles-lake-calhoun/6350911387.html
370,301 North Center Street NW,1BR / 1Ba,2017-11-13T14:42:31-0600,44.904024,1 Bedroom Apartment in Silver Lake - Call today!,-94.198501,10,$500,/ 1br - 585ft2 - ,https://minneapolis.craigslist.org/csw/apa/d/1-bedroom-apartment-in-silver/6385602177.html
371,250 Carlson Parkway,1BR / 1Ba,2017-11-13T14:41:54-0600,44.976959,Hurry!  One bedroom available for immediate move in! New upgrades!,-93.466332,10,$1382,/ 1br - 725ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/hurry-one-bedroom-available/6385601223.html
372,3515 Century Ave No,1BR / 1.5Ba,2017-10-28T08:06:45-0500,45.047330,COMMUTE TOO FAR/ Student HSG  near Century College Utls included,-92.985878,7,$450,/ 1br - ,https://minneapolis.craigslist.org/ram/apa/d/commute-too-far-student-hsg/6364228216.html
373,20464 Iberia Ave.,1BR / 1Ba,2017-10-16T16:55:25-0500,44.653253,Limited Time! 1br Available ASAP!,-93.247190,5,$949,/ 1br - 780ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/limited-time-1br-available/6348909086.html
374,220 Lake Street NorthÂ ,1BR / 1Ba,2017-11-13T14:40:35-0600,45.281466,"Patio/Balcony, Mallards Full-Service Restaurant, Washer/Dryer",-92.984457,5,$1270,/ 1br - 773ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/patio-balcony-mallards-full/6385599229.html
375,20464 Iberia Ave.,2BR / 1.5Ba,2017-10-16T16:47:26-0500,44.653207,"$1,299 mo - XL FLOORPLAN! 2br/1.5ba, Deck, Pool, Paid Heat!",-93.247254,5,$1299,/ 2br - 1070ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/1299-mo-xl-floorplan-2br-15ba/6348898018.html
376,20464 Iberia Ave.,2BR / 1Ba,2017-11-06T12:34:35-0600,44.653431,"$1,199 mo -Newly Remodeled ! 2br/1ba, Deck, Pool, Paid Heat!",-93.247104,5,$1199,/ 2br - 780ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/1199-mo-newly-remodeled-2br/6376167584.html
377,901 Xenia Ave South,2BR / 2Ba,2017-11-13T14:40:09-0600,44.972679,A home for you & your furry friend!,-93.352058,5,$1760,/ 2br - 1065ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/home-for-you-your-furry-friend/6385598509.html
378,5707 HIGHWAY 7,2BR / 2Ba,2017-11-13T14:40:09-0600,44.941100,Available Now! 2 Bedroom Apartment at Cityscape Apartments!,-93.350272,22,$1657,/ 2br - 1188ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/available-now-2-bedroom/6385598528.html
379,County Rd Q at Hwy 63,4BR / 1Ba,2017-11-10T10:53:47-0600,45.196109,Country Farmhouse!,-92.246306,5,$1200,/ 4br - 1521ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/country-farmhouse/6381425962.html
380,57th st at Osman Ave No,1BR / 1Ba,2017-11-08T09:00:11-0600,45.032048,Stillwater area one bedroom apartment,-92.805201,5,$685,/ 1br - ,https://minneapolis.craigslist.org/wsh/apa/d/stillwater-area-one-bedroom/6378577746.html
381,N/A,2BR / 1Ba,2017-11-05T10:30:33-0600,44.779300,Two bedroom townhome in Shakopee,-93.519700,0,$1300,/ 2br - ,https://minneapolis.craigslist.org/dak/apa/d/two-bedroom-townhome-in/6374702247.html
382,1522 LaSalle Ave S,1BR / 1Ba,2017-11-13T14:37:03-0600,44.967273,Sunny Loring Park One Bedrooms w/ Dining Space Avail 12/1 or 1/1,-93.279505,5,$925,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/sunny-loring-park-one/6385593702.html
383,1520 S. Ferry,0BR / 1Ba,2017-11-07T16:18:33-0600,45.195103,Motel Room includes utilities weekly rates,-93.377609,5,$350,N/A,https://minneapolis.craigslist.org/ank/apa/d/motel-room-includes-utilities/6377899921.html
384,1500 S FERRY RD APT 114,1BR / 1Ba,2017-11-05T12:33:01-0600,45.193107,1BR in castle includes utilities,-93.393230,5,$850,/ 1br - 600ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/1br-in-castle-includes/6374865577.html
385,220 Lake Street NorthÂ ,2BR / 1Ba,2017-11-13T14:36:08-0600,45.281466,"Conference Room, Air Conditioner, On-Site Maintenance",-92.984457,5,$1451,/ 2br - 890ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/conference-room-air/6385592208.html
386,12501 PORTLAND AVE S,1BR / 1Ba,2017-11-13T14:34:31-0600,44.754689,APPLY TODAY AND GET FIRST FULL MONTHS RENT FREE! NEWLY RENOVATED APTS!,-93.268131,20,$999,/ 1br - 786ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/apply-today-and-get-first/6385589671.html
387,129 North 2nd StreetÂ ,2BR / 2Ba,2017-11-09T13:17:39-0600,44.983998,"Luxer One Package Locker, Close To Shopping and Dining, High Ceilings",-93.269427,5,$2229,/ 2br - 1283ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/luxer-one-package-locker/6380319951.html
388,5707 HIGHWAY 7,2BR / 2Ba,2017-11-13T14:30:53-0600,44.941031,"Modern, fully equipped 2 BDR in great neighborhood!",-93.350304,22,$1598,/ 2br - 1155ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/modern-fully-equipped-2-bdr/6385583792.html
389,N/A,1BR / 1Ba,2017-10-30T16:56:43-0500,44.940775,1 bedroom Calhoun/Uptown Updated-2nd Floor,-93.293265,0,$930,/ 1br - 650ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bedroom-calhoun-uptown/6367443701.html
390,N/A,available nov 13,2017-11-13T13:55:05-0600,45.064162,"Great Place,Great Location,Great Amenities",-93.438353,5,$1502,N/A,https://minneapolis.craigslist.org/hnp/apa/d/great-placegreat/6385526901.html
391,9700 Waterstone Pl.,1BR / 1Ba,2017-11-13T14:25:23-0600,44.946921,December Special!!!,-93.401351,10,$1505,/ 1br - 1140ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/december-special/6385574966.html
392,133 N Birch St,2BR / 1Ba,2017-10-15T12:18:55-0500,45.573122,"*** 2 Bedroom, 1 Bath Apartment in Cambridge, MN Available Nov 1 ***",-93.227062,5,$850,/ 2br - 800ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/2-bedroom-1-bath-apartment-in/6347167439.html
393,1922 6th Ln SE,2BR / 2Ba,2017-11-08T12:31:11-0600,45.566690,For Rent: Newer One Level Accessible Townhome/Apartment in Cambridge,-93.201506,20,$1450,/ 2br - 1300ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/for-rent-newer-one-level/6378912930.html
394,3043 Ingelwood Ave S,2BR / 1.5Ba,2017-11-13T14:16:42-0600,44.949700,Great 2BR/2BA Townhome! Call About our Special!,-93.337300,22,$1395,/ 2br - 1200ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/great-2br-2ba-townhome-call/6385561621.html
395,6113 beard ave,3BR / 1.5Ba,2017-11-13T14:24:01-0600,44.891436,Charming 3 Bedroom/1.5 Bathroom Home,-93.323708,5,$2450,/ 3br - 2007ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/charming-3-bedroom-15/6385572722.html
396,429 E TRAVELERS TRL,2BR / 2Ba,2017-11-07T14:25:24-0600,44.778160,$500.00 off 1st months rent! Great Renovations! Dog friendly!,-93.271091,5,$1337,/ 2br - 1024ft2 - ,https://minneapolis.craigslist.org/dak/apa/d/50000-off-1st-months-rent/6377736324.html
397,N/A,3BR / 2Ba,2017-11-13T13:06:57-0600,44.983500,? Economical 3-4 bedroom home in prime area. Nearly to School & Park!,-93.268300,22,$400,/ 3br - ,https://minneapolis.craigslist.org/hnp/apa/d/economical-3-4-bedroom-home/6385446820.html
398,N/A,2BR / 1Ba,2017-11-13T13:34:05-0600,45.095000,"2 bedroom, 1 bath Apartment $1100. 00 November 1st",-93.239600,0,$1100,/ 2br - 800ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/2-bedroom-1-bath/6385491928.html
399,2841 Bryant Ave S,2BR / 2Ba,2017-11-13T14:21:58-0600,44.951241,Spacious 2bed/2bath in the heart of UPTOWN Mpls - FREE Heated Parking,-93.290631,10,$2302,/ 2br - 1006ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-2bed-2bath-in-the/6385569178.html
400,Holly Avenue at Dale Street,1BR / 1Ba,2017-10-23T08:07:28-0500,44.943301,590 Holly Ave/ NOV / Hardwood Floors / 1BR,-93.125192,22,$935,/ 1br - 530ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/590-holly-ave-nov-hardwood/6357300147.html
401,Grand Avenue at Milton Street,1BR / 1Ba,2017-11-02T16:09:10-0500,44.939937,"894 Grand Avenue & 934 Grand Avenue, Hardwood Floors,  DEC - JAN",-93.138088,0,$950,/ 1br - 650ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/894-grand-avenue-934-grand/6371250900.html
402,Holly Avenue at Dale Street,1BR / 1Ba,2017-11-02T16:02:46-0500,44.943301,590 Holly Ave/ DECEMBER / Hardwood Floors / 1BR,-93.125192,22,$960,/ 1br - 530ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/590-holly-ave-december/6371242128.html
403,Grand Avenue at Victoria Street,1BR / 1Ba,2017-11-05T09:02:17-0600,44.939861,"902 Grand Avenue, Amazing Location, Hardwood Floors, DECEMBER",-93.138227,22,$950,/ 1br - 650ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/902-grand-avenue-amazing/6374595266.html
404,6426 City West Parkway ,1BR / 1Ba,2017-10-24T11:30:13-0500,44.887549,MOVE IN NOW RECEIVE 1/2 OFF DECEMBER'S RENT!!,-93.417691,15,$1256,/ 1br - 933ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/move-in-now-receive-1-2-off/6359051055.html
405,2416 Blaisdell Ave S,1BR / 1Ba,2017-11-13T14:18:44-0600,44.950394,1 Bedroom at 24th and Blaisdell,-93.279675,10,$875,/ 1br - 700ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bedroom-at-24th-and/6385564719.html
406,N/A,5BR / 2Ba,2017-11-10T23:30:03-0600,N/A,Have Good Credit / But lack a Down Payment?  I have the Answer!,N/A,N/A,$1352,/ 5br - 2840ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/have-good-credit-but-lack/6382329361.html
407,10670 BRUNSWICK RD,2BR / 2Ba,2017-11-11T14:01:08-0600,44.809849,Heat Included | Interior Upgrades | Sundeck | Indoor Pool,-93.361150,10,$1313,/ 2br - 1152ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/heat-included-interior/6383058268.html
408,hwy 65,2BR / 1Ba,2017-11-13T14:18:08-0600,45.212338,Home for rent *Great location with big lot*,-93.241224,5,$1200,/ 2br - 1400ft2 - ,https://minneapolis.craigslist.org/ank/apa/d/home-for-rent-great-location/6385563807.html
409,N/A,1BR / 1Ba,2017-11-13T14:04:30-0600,N/A,"SPECIAL!! Distinguished, Impressive Attention to Detail, Dog Park!",N/A,N/A,$1300,/ 1br - 677ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/special-distinguished/6385542239.html
410,Bryant Av S at 46th,2BR / 1Ba,2017-10-30T09:01:25-0500,44.919569,Lake Harriet,-93.290855,15,$1200,/ 2br - 850ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/lake-harriet/6366689804.html
411,James Av S at 31st,2BR / 1Ba,2017-11-07T14:19:51-0600,44.946597,Uptown / Lake Calhoun,-93.303420,15,$1350,/ 2br - 900ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/uptown-lake-calhoun/6377727593.html
412,Fremont Av S at 26th,4BR / 3Ba,2017-10-21T12:26:29-0500,44.955542,huge 4 bedroom,-93.295685,15,$2400,/ 4br - 2800ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/huge-4-bedroom/6355226629.html
413,6901 W. 84th Street at Highwood Dr,2BR / 2Ba,2017-10-31T11:50:38-0500,44.850861,Nice 2 bedroom 1.75 bath. Next to Hyland Lake Park,-93.372368,10,$1465,/ 2br - 1110ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/nice-2-bedroom-175-bath-next/6368322664.html
414,6901 W. 84th Street at Highwood Dr,2BR / 2Ba,2017-11-07T11:37:57-0600,44.850861,Nice 2 bedroom 1.75 bath. Next to Hyland Lake Park,-93.372368,10,$1455,/ 2br - 1110ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/nice-2-bedroom-175-bath-next/6377463578.html
415,180 Kellogg Blvd. E,1BR / 1Ba,2017-11-13T14:14:11-0600,44.944850,Gorgeous Lowertown City Views from 1 Bedroom,-93.103310,10,$1400,/ 1br - 611ft2 - ,https://minneapolis.craigslist.org/ram/apa/d/gorgeous-lowertown-city-views/6385557555.html
416,N/A,1BR / 1Ba,2017-11-13T14:14:00-0600,44.978264,Newly reduced price!,-93.259972,15,$1550,/ 1br - 750ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/newly-reduced-price/6385557312.html
417,Villa Way at Vernon Ave.,2BR / 0Ba,2017-11-13T14:02:55-0600,44.906757,"Courtyard view, Heat and water paid, Free Garage with Lease Term.",-93.358576,5,$1775,/ 2br - 1112ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/courtyard-view-heat-and-water/6385539757.html
418,1699 Stieger Lake Lane,2BR / 2Ba,2017-11-13T14:11:54-0600,44.860158,"Modern Fixtures, Minutes to Shopping, Grilling Stations",-93.660516,5,$1910,/ 2br - 1150ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/modern-fixtures-minutes-to/6385553978.html
419,307 South Ave,2BR / 1Ba,2017-11-13T14:11:51-0600,45.315370,2 BR/1 BATH APARTMENTS   WASHER/DRYER IN UNIT,-92.698278,10,$799,/ 2br - ,https://minneapolis.craigslist.org/wsh/apa/d/2-br-1-bath-apartments-washer/6385553894.html
420,1155 Ford Road,2BR / 2Ba,2017-11-13T14:11:46-0600,44.974514,Host Thanksgiving in Our Beautiful Party Room! One Apartment Left!,-93.405247,5,$1692,/ 2br - 1484ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/host-thanksgiving-in-our/6385553757.html
421,Galaxie Avenue at Founders Lane,"available jan 15, 2018",2017-11-13T14:11:45-0600,44.725128,?Now Pre-Leasing - Phase II - Laminate & Granite - Dog OK?,-93.207407,5,N/A,N/A,https://minneapolis.craigslist.org/dak/apa/d/now-pre-leasing-phase-ii/6385553739.html
422,315 7th Ave. N.,1BR / 1Ba,2017-11-08T15:49:57-0600,44.986490,You won't find a better 1 bedroom in the North Loop. Nothing like it.,-93.277962,5,$1885,/ 1br - 769ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/you-wont-find-better-1/6379214301.html
423,313 Washington Ave S,2BR / 2Ba,2017-11-13T14:10:31-0600,44.979925,"Tiled Shower and Tubs, Full-Size Washer and Dryer, Pool, Cabanas",-93.263904,10,$2526,/ 2br - 1114ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/tiled-shower-and-tubs-full/6385551745.html
424,1915 First Ave S,1BR / 1Ba,2017-11-13T14:09:43-0600,44.963143,"Sunny Vintage Hardwood 1BR in Stevens Square, Walk to MCAD, Pets OK!",-93.276415,5,$900,/ 1br - 515ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sunny-vintage-hardwood-1br-in/6385550510.html
425,7260 Guider Drive,1BR / 1Ba,2017-11-13T14:09:11-0600,44.928246,1BD/1BA LUXURY APARTMENT IN WOODBURY- HEATED GARAGE SPACE INCLUDED!,-92.955726,10,$1199,/ 1br - 755ft2 - ,https://minneapolis.craigslist.org/wsh/apa/d/1bd-1ba-luxury-apartment-in/6385549657.html
426,N/A,3BR / 1Ba,2017-10-30T13:35:33-0500,44.894553,Newly renovated home for rent (3BR/1BA),-93.281651,5,$1725,/ 3br - 1159ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/newly-renovated-home-for-rent/6367138229.html
427,N/A,2BR / 2Ba,2017-11-13T13:58:07-0600,N/A,"SPECIAL!! Distinguished, Impressive Attention to Detail, Dog Park!",N/A,N/A,$1489,/ 2br - 1114ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/special-distinguished/6385531903.html
428,N/A,1BR / 1Ba,2017-11-13T14:05:44-0600,N/A,Spacious One Bedroom in the Loop,N/A,N/A,$1585,/ 1br - 734ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/spacious-one-bedroom-in-the/6385544254.html
429,5817 73rd Ave N at Zane Ave,1BR / 1Ba,2017-11-13T14:05:30-0600,45.087257,"Don't Leave Your Furry Friends Behind! Bring Them Home, 1 BR Apt!",-93.352779,10,$909,/ 1br - 685ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/dont-leave-your-furry-friends/6385543851.html
430,2920 Dean Parkway,2BR / 1Ba,2017-11-13T14:01:40-0600,44.950707,Special on Two Bedroom 1/2 Month Off With 15 Month Lease,-93.316596,10,$1395,/ 2br - ,https://minneapolis.craigslist.org/hnp/apa/d/special-on-two-bedroom-1-2/6385537721.html
431,Doppy,5BR / 2Ba,2017-11-13T14:01:37-0600,44.458200,Great home in the country! All on 5 acres,-93.885600,22,$1700,/ 5br - ,https://minneapolis.craigslist.org/dak/apa/d/great-home-in-the-country-all/6385537637.html
432,2637 Pleasant Avenue South,1BR / 1Ba,2017-11-13T14:00:55-0600,44.956060,"1 Bedroom Second Floor Apartment in the Uptown Area -Free Parking, etc",-93.282895,5,$895,/ 1br - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bedroom-second-floor/6385536469.html
433,110 Regan Lane,2BR / 2Ba,2017-11-13T14:00:40-0600,45.128400,A Must See Top Floor Unit! 1 Month Free with 15 Month Lease!,-93.458900,22,$1595,/ 2br - 1600ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/must-see-top-floor-unit-1/6385536076.html
434,N/A,0BR / 1Ba,2017-11-13T14:00:25-0600,N/A,Beautiful 1 bedroom available in Loring Park!,N/A,N/A,$860,/ 375ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/beautiful-1-bedroom-available/6385535690.html
435,1706 Stevens Ave,1BR / 1Ba,2017-11-09T11:17:18-0600,44.965937,"Sunny Hardwood Corner 1BR in Stevens Square, Walk Downtown, Pets OK!",-93.275449,5,$900,/ 1br - 480ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sunny-hardwood-corner-1br-in/6380127719.html
436,1815 1st Ave S at 18th St E,1BR / 1Ba,2017-10-26T13:11:00-0500,44.964676,"Bright Garden Level 1BR in Stevens Square, Walk Downtown, Pets OK!",-93.276393,5,$900,/ 1br - 620ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/bright-garden-level-1br-in/6361979542.html
437,14 Oak Grove St,1BR / 1Ba,2017-11-03T10:30:45-0500,44.966453,"Sunny Top Floor Hardwood 1BR in Loring Park, Walk Downtown, Pets OK!",-93.278754,5,$850,/ 1br - 405ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/sunny-top-floor-hardwood-1br/6372075448.html
438,629 E 15th St at Portland Ave,1BR / 1Ba,2017-10-30T15:46:57-0500,44.968071,"Bright Spacious Downtown 1BR in Elliot Park, Pets OK!",-93.266927,10,$900,/ 1br - 590ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/bright-spacious-downtown-1br/6367344253.html
439,101 S 5th St. at Marquette Ave,1BR / 1Ba,2017-11-13T13:59:12-0600,44.976200,1 Bedroom Penthouse W/ Fireplace| Avail For Immediate Move In!#1617,-93.275900,22,$1635,/ 1br - 650ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bedroom-penthouse-fireplace/6385533593.html
440,N/A,1BR / 1Ba,2017-10-24T11:14:46-0500,44.969899,1 Bedroom Condo for Rent In Lowry Hill Neighborhood/Next to the Walker,-93.290749,5,$1695,/ 1br - 780ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/1-bedroom-condo-for-rent-in/6359024246.html
441,730 Washington Ave. N.,1BR / 1Ba,2017-11-11T10:46:56-0600,44.987442,Stunning. Unique. Upscale! 1 Bedroom! Move-in Specials!!,-93.276642,5,$1635,/ 1br - 731ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/stunning-unique-upscale-1/6382761013.html
442,14 Oak Grove St,1BR / 1Ba,2017-11-03T11:28:09-0500,44.966498,"Very Sunny Hardwood 1BR in Loring Park, Walk Downtown, Pets OK!",-93.278797,5,$850,/ 1br - 405ft2 - ,https://minneapolis.craigslist.org/hnp/apa/d/very-sunny-hardwood-1br-in/6372170732.html
